"","source_desc","sector_desc","group_desc","commodity_desc","class_desc","prodn_practice_desc","util_practice_desc","statisticcat_desc","unit_desc","short_desc","domain_desc","domaincat_desc","agg_level_desc","state_ansi","state_fips_code","state_alpha","state_name","asd_code","asd_desc","county_ansi","county_code","county_name","region_desc","zip_5","watershed_code","watershed_desc","congr_district_code","country_code","country_name","location_desc","year","freq_desc","begin_code","end_code","reference_period_desc","week_ending","load_time","Value","CV (%)"
"231","SURVEY","CROPS","FIELD CROPS","BARLEY","ALL CLASSES","NON-IRRIGATED","ALL UTILIZATION PRACTICES","YIELD","BU / ACRE","BARLEY, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","STATE","41","41","OR","OREGON",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","OREGON","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","30",NA
"232","SURVEY","CROPS","FIELD CROPS","BARLEY","ALL CLASSES","NON-IRRIGATED","ALL UTILIZATION PRACTICES","YIELD","BU / ACRE","BARLEY, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","STATE","56","56","WY","WYOMING",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","WYOMING","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","18",NA
"233","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, BLACKEYE","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, BLACKEYE - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","611,000",NA
"234","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, CRANBERRY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, CRANBERRY - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","12,000",NA
"235","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, CRANBERRY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, CRANBERRY - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","26","26","MI","MICHIGAN",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MICHIGAN","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","121,000",NA
"236","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, GREAT NORTHERN","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, GREAT NORTHERN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","16","16","ID","IDAHO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","IDAHO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","470,000",NA
"237","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, GREAT NORTHERN","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, GREAT NORTHERN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","30","30","MT","MONTANA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MONTANA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","100,000",NA
"238","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, GREAT NORTHERN","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, GREAT NORTHERN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","31","31","NE","NEBRASKA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEBRASKA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","686,000",NA
"239","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, GREAT NORTHERN","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, GREAT NORTHERN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","53","53","WA","WASHINGTON",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","WASHINGTON","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","1,000",NA
"240","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, GREAT NORTHERN","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, GREAT NORTHERN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","56","56","WY","WYOMING",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","WYOMING","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","463,000",NA
"241","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","04","04","AZ","ARIZONA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARIZONA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","12,000",NA
"242","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","311,000",NA
"243","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","08","08","CO","COLORADO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","COLORADO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","239,000",NA
"244","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","16","16","ID","IDAHO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","IDAHO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","131,000",NA
"245","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","23","23","ME","MAINE",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MAINE","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","6,000",NA
"246","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","26","26","MI","MICHIGAN",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MICHIGAN","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","420,000",NA
"247","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","30","30","MT","MONTANA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MONTANA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","11,000",NA
"248","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","31","31","NE","NEBRASKA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEBRASKA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","62,000",NA
"249","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","35","35","NM","NEW MEXICO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEW MEXICO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","83,000",NA
"250","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","36","36","NY","NEW YORK",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEW YORK","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","148,000",NA
"251","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","49","49","UT","UTAH",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","UTAH","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","11,000",NA
"252","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","53","53","WA","WASHINGTON",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","WASHINGTON","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","12,000",NA
"253","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","STATE","56","56","WY","WYOMING",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","WYOMING","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","65,000",NA
"254","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","04","04","AZ","ARIZONA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARIZONA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","12,000",NA
"255","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","319,000",NA
"256","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","08","08","CO","COLORADO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","COLORADO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","261,000",NA
"257","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","16","16","ID","IDAHO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","IDAHO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","133,000",NA
"258","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","23","23","ME","MAINE",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MAINE","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","6,000",NA
"259","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","26","26","MI","MICHIGAN",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MICHIGAN","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","503,000",NA
"260","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","30","30","MT","MONTANA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MONTANA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","11,000",NA
"261","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","31","31","NE","NEBRASKA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEBRASKA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","68,000",NA
"262","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","35","35","NM","NEW MEXICO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEW MEXICO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","98,000",NA
"263","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","36","36","NY","NEW YORK",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEW YORK","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","153,000",NA
"264","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","49","49","UT","UTAH",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","UTAH","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","12,000",NA
"265","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","53","53","WA","WASHINGTON",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","WASHINGTON","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","12,000",NA
"266","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","56","56","WY","WYOMING",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","WYOMING","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","67,000",NA
"267","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","04","04","AZ","ARIZONA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARIZONA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","374,000",NA
"268","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","36,828,000",NA
"269","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","08","08","CO","COLORADO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","COLORADO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","11,142,000",NA
"270","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","16","16","ID","IDAHO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","IDAHO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","15,855,000",NA
"271","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","23","23","ME","MAINE",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MAINE","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","571,000",NA
"272","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","26","26","MI","MICHIGAN",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MICHIGAN","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","22,190,000",NA
"273","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","30","30","MT","MONTANA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","MONTANA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","868,000",NA
"274","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","31","31","NE","NEBRASKA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEBRASKA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","5,517,000",NA
"275","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","35","35","NM","NEW MEXICO",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEW MEXICO","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","1,280,000",NA
"276","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","36","36","NY","NEW YORK",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NEW YORK","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","10,444,000",NA
"277","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","49","49","UT","UTAH",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","UTAH","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","173,000",NA
"278","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","53","53","WA","WASHINGTON",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","WASHINGTON","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","1,740,000",NA
"279","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","$","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","STATE","56","56","WY","WYOMING",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","WYOMING","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","4,879,000",NA
"280","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","04","04","AZ","ARIZONA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARIZONA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","55,000",NA
"281","SURVEY","CROPS","FIELD CROPS","BEANS","DRY EDIBLE, INCL CHICKPEAS","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","PRODUCTION","CWT","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","1950","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00.000","4,138,000",NA
